Name,Id,NFLTeam,MFLTeam,MFLTeamID,Roster,ContractYear,Salary,Position,ByeWeek,PreviousScores,ProjectedScores,Age,Weight,Height,College,DraftRound,DraftPick,DraftYear,Twitter,ADP,FantasyProsRanking
"Hollins, Mack",13289,MIA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Cohen, Tarik",13290,CHI,,0,False,,5.2,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Kittle, George",13299,SFO,,0,False,,7.26,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Elliott, Jake",13303,PHI,,0,False,,5.31,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Agnew, Jamal",13308,DET,,0,False,,0,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"McKenzie, Isaiah",13313,BUF,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Saubert, Eric",13315,CHI,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Taylor, Trent",13316,SFO,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Jones, Aaron",13319,GBP,,0,False,,7.91,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Armah, Alexander",13326,CAR,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Henderson, De'Angelo",13334,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Gonzalez, Zane",13347,ARI,,0,False,,2.93,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Moore, David",13348,SEA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Butker, Harrison",13354,KCC,,0,False,,6.17,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Carson, Chris",13364,SEA,,0,False,2021,9.5,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Carr, Austin",13367,NOS,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Carter, Cethan",13369,CIN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Hogan, Krishawn",13370,NOS,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Bolden, Victor",13375,DET,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Patrick, Tim",13377,DEN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Breida, Matt",13378,MIA,,0,False,,3.92,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Seals-Jones, Ricky",13382,KCC,,0,False,,1.91,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Mizzell, Taquan",13384,NOS,,0,False,,3.35,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Johnson, Marcus",13387,IND,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Sloter, Kyle",13389,FA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Hollister, Jacob",13391,SEA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Daniels, Darrell",13396,ARI,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"White, Tim",13398,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Koo, Younghoe",13403,ATL,,0,False,,2.39,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Ekeler, Austin",13404,LAC,,0,False,,4.51,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Adeboyejo, Quincy",13406,NEP,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Swoopes, Tyrone",13411,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Cole, Keelan",13412,JAC,,0,False,,3.39,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Walker, P.J.",13416,CAR,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Bourne, Kendrick",13418,SFO,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Hill, Taysom",13424,NOS,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Tonyan, Robert",13427,GBP,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Culkin, Sean",13438,FA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Auclair, Antony",13445,TBB,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Edmunds, Trey",13452,PIT,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Ricard, Patrick",13455,BAL,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Baylis, Evan",13476,GBP,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Pascal, Zach",13488,IND,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Kemp, Marcus",13503,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Hall, Marvin",13505,DET,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Mickens, Jaydon",13510,TBB,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Natson, JoJo",13529,CLE,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Wilson, Bobo",13544,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Ficken, Sam",13564,NYJ,,0,False,,2.39,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Zylstra, Brandon",13585,CAR,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Allen, Josh",13589,BUF,,0,False,,9.6,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Mayfield, Baker",13590,CLE,,0,False,,16.5,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Rosen, Josh",13591,MIA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Darnold, Sam",13592,NYJ,,0,False,,10.12,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Jackson, Lamar",13593,BAL,,0,False,,12.91,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Falk, Luke",13594,FA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Rudolph, Mason",13595,PIT,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Barrett, J.T.",13596,PIT,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"White, Mike",13598,NYJ,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Benkert, Kurt",13600,ATL,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Lauletta, Kyle",13601,PHI,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Barkley, Saquon",13604,NYG,,0,False,2021,11.02,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Guice, Derrius",13605,WAS,,0,False,,5.01,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Jones, Ronald",13606,TBB,,0,False,,4.29,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Michel, Sony",13607,NEP,,0,False,2021,7,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Penny, Rashaad",13608,SEA,,0,False,,5.23,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Chubb, Nick",13610,CLE,,0,False,2021,22,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Adams, Josh",13611,NYJ,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Johnson, Kerryon",13612,DET,,0,False,2021,13,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Samuels, Jaylen",13613,PIT,,0,False,,2.83,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Lindsay, Phillip",13614,DEN,,0,False,,6.7,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Scarbrough, Bo",13615,DET,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Walton, Mark",13616,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Freeman, Royce",13617,DEN,,0,False,,4.87,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Kelly, John",13619,LAR,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Jackson, Justin",13620,LAC,,0,False,,2.71,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Ballage, Kalen",13621,MIA,,0,False,,4.07,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Hines, Nyheim",13622,IND,,0,False,,3.35,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Darrel",13623,KCC,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Thomas, Roc",13628,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Ridley, Calvin",13629,ATL,,0,False,,6.86,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Sutton, Courtland",13630,DEN,,0,False,,4.57,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Washington, James",13631,PIT,,0,False,,3.77,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Lazard, Allen",13632,GBP,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Kirk, Christian",13633,ARI,,0,False,,6.28,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Pettis, Dante",13634,SFO,,0,False,,4.84,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Moore, D.J.",13635,CAR,,0,False,,6.52,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Cain, Deon",13636,PIT,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"St. Brown, Equanimeous",13637,GBP,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Berrios, Braxton",13638,NYJ,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Miller, Anthony",13639,CHI,,0,False,,4.36,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Callaway, Antonio",13640,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"McCloud, Ray-Ray",13641,BUF,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Tate, Auden",13642,CIN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Wims, Javon",13644,CHI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Smith, Tre'Quan",13645,NOS,,0,False,,3.72,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Gallup, Michael",13646,DAL,,0,False,,4.19,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Ateman, Marcell",13647,LVR,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Burnett, Deontay",13648,PHI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Hamilton, DaeSean",13649,DEN,,0,False,,4.13,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Wilson, Cedrick",13652,DAL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Foster, Robert",13653,BUF,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Weah, Jester",13656,WAS,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Moore, J'Mon",13657,CLE,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Lasley, Jordan",13658,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Mitchell, Steven",13659,HOU,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Coutee, Keke",13662,HOU,,0,False,,4.68,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Scott, Jaleel",13663,BAL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Quinn, Trey",13664,WAS,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Fountain, Daurice",13666,IND,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Chark, D.J.",13668,JAC,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Turner, Malik",13669,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Andrews, Mark",13671,BAL,,0,False,,4.39,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Gesicki, Mike",13672,MIA,,0,False,,2.15,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Fumagalli, Troy",13673,DEN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Goedert, Dallas",13674,PHI,,0,False,,2.53,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Conklin, Tyler",13675,MIN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Smythe, Durham",13676,MIA,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Thomas, Ian",13678,CAR,,0,False,,2,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Herndon, Chris",13679,NYJ,,0,False,,2.57,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Hurst, Hayden",13680,ATL,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Carlson, Daniel",13718,LVR,,0,False,,4.22,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Pineiro, Eddy",13719,CHI,,0,False,,2.39,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Jarwin, Blake",13722,DAL,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"James, Richie",13724,SFO,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Edmonds, Chase",13726,ARI,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Akins, Jordan",13753,HOU,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Dissly, Will",13763,SEA,,0,False,,1.78,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Smith, Ito",13768,ATL,,0,False,,3.29,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Schultz, Dalton",13772,DAL,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Watson, Justin",13776,TBB,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Wilkins, Jordan",13789,IND,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Valdes-Scantling, Marquez",13793,GBP,,0,False,,5.04,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Ratley, Damion",13794,CLE,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Cantrell, Dylan",13807,ARI,,0,False,,3.35,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Gage, Russell",13809,ATL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Scott, Boston",13814,PHI,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Cannon, Trenton",13816,NYJ,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Thomas, Jordan",13819,HOU,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Etling, Danny",13824,ATL,,0,False,,3.35,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"McGough, Alex",13825,HOU,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Sanders, Jason",13832,MIA,,0,False,,2.39,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Bawden, Nick",13838,DET,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Woodside, Logan",13846,TEN,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Izzo, Ryan",13847,NEP,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Nall, Ryan",13849,CHI,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Edwards, Gus",13850,BAL,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Hollister, Cody",13851,TEN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Yelder, Deon",13857,KCC,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Cracraft, River",13862,FA,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Pringle, Byron",13863,KCC,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Ward, Greg",13864,PHI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Boone, Mike",13868,MIN,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Hilliard, Dontrell",13871,CLE,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Boyle, Tim",13873,GBP,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Wilson, Shaun",13874,TEN,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Vedvik, Kaare",13877,BUF,,0,False,,2.39,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Board, C.J.",13878,JAC,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Allen, Kyle",13879,WAS,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Arnold, Dan",13880,ARI,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Kirkwood, Keith",13882,CAR,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Smith, Vyncint",13884,NYJ,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Croom, Jason",13890,BUF,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Sherfield, Trent",13893,ARI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Sims, Cam",13895,WAS,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Joseph, Greg",13898,TEN,,0,False,,4.42,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Bertolet, Taylor",13900,FA,,0,False,,2.39,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Maher, Brett",13909,NYJ,,0,False,,5.19,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Powell, Brandon",13910,ATL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Batson, Cameron",13912,TEN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Howell, Buddy",13916,HOU,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Firkser, Anthony",13919,TEN,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Mundt, Johnny",13940,LAR,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Turner, De'Lance",13958,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Dawkins, Dalyn",13961,TEN,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Hodge, KhaDarel",13963,CLE,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Mullens, Nick",13968,SFO,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Badgley, Mike",13980,LAC,,0,False,,5.23,Kicker,0,0,0,0,0,0,,0,0,0,,0,0
"Dwelley, Ross",13988,SFO,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Scott, Da'Mari",13990,NYG,,0,False,,0,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Brown, Pharaoh",13994,CLE,,0,False,,1.72,Tight End,0,0,0,0,0,0,,0,0,0,,0,0
"Beebe, Chad",13999,MIN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Wilson, Jeffery",14017,SFO,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Lacy, Chris",14045,DET,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Murray, Kyler",14056,ARI,,0,False,,14.21,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Lock, Drew",14057,DEN,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Haskins, Dwayne",14058,WAS,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Jones, Daniel",14059,NYG,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Jackson, Tyree",14060,FA,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"McSorley, Trace",14061,BAL,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Grier, Will",14062,CAR,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Stidham, Jarrett",14063,NEP,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Thorson, Clayton",14064,DAL,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Rypien, Brett",14065,DEN,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Minshew, Gardner",14067,JAC,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Finley, Ryan",14068,CIN,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Stick, Easton",14069,LAC,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Blough, David",14070,DET,,0,False,,5.93,Quarterback,0,0,0,0,0,0,,0,0,0,,0,0
"Montgomery, David",14071,CHI,,0,False,2022,7,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Snell, Benny",14072,PIT,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Jacobs, Josh",14073,LVR,,0,False,,7.25,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Dexter",14074,GBP,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Harris, Damien",14075,NEP,,0,False,,3.05,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Williams, Trayveon",14076,CIN,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Weber, Mike",14077,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Higdon, Karan",14078,HOU,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Sanders, Miles",14079,PHI,,0,False,,4.69,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Singletary, Devin",14080,BUF,,0,False,,2.3,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Gaskin, Myles",14081,MIA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Love, Bryce",14082,WAS,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Homer, Travis",14083,SEA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Holyfield, Elijah",14084,PHI,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Pollard, Tony",14085,DAL,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Hill, Justice",14086,BAL,,0,False,,2.44,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Henderson, Darrell",14087,LAR,,0,False,,4.36,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Anderson, Rodney",14088,CIN,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Moore, Jalin",14092,NYJ,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Armstead, Ryquell",14093,JAC,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Scarlett, Jordan",14094,CAR,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Johnson, Ty",14095,DET,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Ozigbo, Devine",14096,JAC,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Ollison, Qadree",14097,ATL,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Crockett, Damarea",14098,GBP,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Hall, Darrin",14099,FA,,0,False,,2.06,Running Back,0,0,0,0,0,0,,0,0,0,,0,0
"Harry, N'Keal",14101,NEP,,0,False,,3.59,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Metcalf, DK",14102,SEA,,0,False,,3.55,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Ridley, Riley",14103,CHI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Brown, A.J.",14104,TEN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Brown, Marquise",14105,BAL,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Butler, Hakeem",14106,ARI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Arcega-Whiteside, JJ",14107,PHI,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Dortch, Greg",14108,LAR,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"McLaurin, Terry",14109,WAS,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Sills, David",14110,NYG,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Lodge, DaMarkus",14111,CIN,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Campbell, Parris",14112,IND,,0,False,,3.47,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Hardman, Mecole",14113,KCC,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Harmon, Kelvin",14114,WAS,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Hall, Emanuel",14115,WAS,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
"Hurd, Jalen",14116,SFO,,0,False,,3.35,Wide Receiver,0,0,0,0,0,0,,0,0,0,,0,0
